,0
0,-0.045
1,-0.045
2,-0.045
3,-0.045
4,-0.045
5,-0.045
6,-0.045
7,-0.045
8,-0.045
9,-0.045
10,-0.045
11,-0.045
12,-0.045
13,-0.045
14,-0.045
15,-0.045
16,-0.045
17,-0.045
18,-0.045
19,-0.045
20,-0.045
21,-0.045
22,-0.045
23,-0.045
24,-0.045
25,-0.045
26,-0.045
27,-0.045
28,-0.045
29,-0.045
30,-0.045
31,-0.045
32,-0.045
33,-0.045
34,-0.045
35,-0.045
36,-0.045
37,-0.045
38,-0.045
39,-0.045
40,-0.045
41,-0.045
42,-0.045
43,-0.045
44,-0.045
45,-0.045
46,-0.045
47,-0.045
48,-0.045
49,-0.045
50,-0.045
51,-0.045
52,-0.045
53,-0.045
54,-0.045
55,-0.045
56,-0.045
57,-0.045
58,-0.045
59,-0.045
60,-0.045
61,-0.045
62,-0.045
63,-0.045
64,-0.045
65,-0.045
66,-0.045
67,-0.045
68,-0.045
69,-0.041
70,-0.045
71,-0.045
72,-0.045
73,-0.044
74,-0.045
75,-0.045
76,-0.045
77,-0.045
78,-0.045
79,-0.045
